Month,Year,Crime_Category,Subcategory,Old_Cases,New_Cases,Kept_Source_File,Removed_Source_File,Resolution_Reason
July,2025,Robbery,Robbery (Except Chain Snatching),55,53,crime_13.pdf,crime_12.pdf,Updated in latest report
July,2025,Burglary,Burglary Night,346,349,crime_13.pdf,crime_12.pdf,Updated in latest report
July,2025,Burglary,Burglary Day,96,95,crime_13.pdf,crime_12.pdf,Updated in latest report
July,2025,Burglary,Total,442,444,crime_13.pdf,crime_12.pdf,Updated in latest report
July,2025,Theft,Reported,1679,1673,crime_13.pdf,crime_12.pdf,Updated in latest report
July,2025,Riots,Riots,263,267,crime_13.pdf,crime_12.pdf,Updated in latest report
July,2025,Hurt,Cases of Hurt,1354,1353,crime_13.pdf,crime_12.pdf,Updated in latest report
July,2025,Special & Local Laws,Special & Local Laws,5229,5291,crime_13.pdf,crime_12.pdf,Updated in latest report
July,2025,POCSO,POCSO,337,376,crime_13.pdf,crime_12.pdf,Updated in latest report
July,2025,SC/ST POA Act,SC/ST POA Act,218,219,crime_13.pdf,crime_12.pdf,Updated in latest report
July,2025,Cyber Crimes,Cyber Crimes,1317,1320,crime_13.pdf,crime_12.pdf,Updated in latest report
July,2025,Economic Offences,Economic Offences,573,571,crime_13.pdf,crime_12.pdf,Updated in latest report
July,2025,MMDR & KMMCR,MMDR Act,11,12,crime_13.pdf,crime_12.pdf,Updated in latest report
July,2025,Motor Vehicles Theft,Motor Vehicles Theft Cases,824,823,crime_13.pdf,crime_12.pdf,Updated in latest report
August,2025,Dacoity,Dacoity Cases,10 | 8,8,crime_14.pdf,crime_13.pdf | crime_14.pdf,Updated in latest report
August,2025,Robbery,Chain Snatching,25 | 30,30,crime_14.pdf,crime_13.pdf | crime_14.pdf,Updated in latest report
August,2025,Robbery,Robbery (Except Chain Snatching),55 | 54,54,crime_14.pdf,crime_13.pdf | crime_14.pdf,Updated in latest report
August,2025,Robbery,Total Robbery,80 | 84,84,crime_14.pdf,crime_13.pdf | crime_14.pdf,Updated in latest report
August,2025,Burglary,Burglary Night,347 | 350,350,crime_14.pdf,crime_13.pdf | crime_14.pdf,Updated in latest report
August,2025,Burglary,Total,438 | 441,441,crime_14.pdf,crime_13.pdf | crime_14.pdf,Updated in latest report
August,2025,Theft,Reported,1569 | 1560,1560,crime_14.pdf,crime_13.pdf | crime_14.pdf,Updated in latest report
August,2025,Riots,Riots,287 | 285,285,crime_14.pdf,crime_13.pdf | crime_14.pdf,Updated in latest report
August,2025,Hurt,Cases of Hurt,1235 | 1223,1223,crime_14.pdf,crime_13.pdf | crime_14.pdf,Updated in latest report
August,2025,Special & Local Laws,Special & Local Laws,4812 | 4872,4872,crime_14.pdf,crime_13.pdf | crime_14.pdf,Updated in latest report
August,2025,Crime against Women,Rape,82 | 83,83,crime_14.pdf,crime_13.pdf | crime_14.pdf,Updated in latest report
August,2025,POCSO,POCSO,332 | 379,379,crime_14.pdf,crime_13.pdf | crime_14.pdf,Updated in latest report
August,2025,SC/ST POA Act,SC/ST POA Act,168 | 172,172,crime_14.pdf,crime_13.pdf | crime_14.pdf,Updated in latest report
August,2025,Cyber Crimes,Cyber Crimes,1264 | 1265,1265,crime_14.pdf,crime_13.pdf | crime_14.pdf,Updated in latest report
August,2025,Economic Offences,Economic Offences,442 | 443,443,crime_14.pdf,crime_13.pdf | crime_14.pdf,Updated in latest report
September,2025,Murder,Murder for gain,4,3,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025,Murder,Other Murders,96,101,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025,Murder,Total Murder,100,104,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025,Robbery,Chain Snatching,27,28,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025,Robbery,Robbery (Except Chain Snatching),63,62,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025,Burglary,Burglary Night,302,306,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025,Burglary,Burglary Day,97,96,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025,Burglary,Total,399,402,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025,Theft,Reported,1613,1608,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025,Riots,Riots,261,264,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025,Hurt,Cases of Hurt,1323,1318,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025,Special & Local Laws,Special & Local Laws,4991,5048,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025,Crime against Women,Rape,70,44,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025,POCSO,POCSO,338,381,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025,SC/ST POA Act,SC/ST POA Act,206,209,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025,Cyber Crimes,Cyber Crimes,1296,1298,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025,Economic Offences,Economic Offences,574,577,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025,NDPS Cases,NDPS Cases,452,453,crime_15.pdf,crime_14.pdf,Updated in latest report
October,2025,Murder,Murder for gain,1,3,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,Murder,Other Murders,105,106,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,Murder,Total Murder,106,109,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,Robbery,Chain Snatching,36,37,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,Robbery,Robbery (Except Chain Snatching),63,61,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,Robbery,Total Robbery,99,98,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,Burglary,Burglary Night,375,377,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,Burglary,Burglary Day,78,80,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,Burglary,Total,453,457,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,Theft,Reported,1804,1799,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,Riots,Riots,275,277,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,Hurt,Cases of Hurt,1407,1409,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,Special & Local Laws,Special & Local Laws,5192,5245,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,Crime against Women,Dowry Death,13,12,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,POCSO,POCSO,320,356,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,SC/ST POA Act,SC/ST POA Act,216,223,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,Cyber Crimes,Cyber Crimes,1204,1205,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,Economic Offences,Economic Offences,566,567,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025,MMDR & KMMCR,MMDR Act,4,5,crime_16.pdf,crime_15.pdf,Updated in latest report
November,2025,Murder,Murder for gain,8,9,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025,Murder,Other Murders,91,90,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025,Dacoity,Dacoity Cases,18,16,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025,Robbery,Chain Snatching,30,31,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025,Robbery,Robbery (Except Chain Snatching),79,77,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025,Robbery,Total Robbery,109,108,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025,Burglary,Burglary Night,284,288,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025,Burglary,Burglary Day,113,112,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025,Burglary,Total,397,400,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025,Theft,Reported,1689,1688,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025,Riots,Riots,244,251,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025,Hurt,Cases of Hurt,1322,1318,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025,Special & Local Laws,Special & Local Laws,5129,5190,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025,Crime against Women,Dowry Death,12,11,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025,POCSO,POCSO,330,371,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025,SC/ST POA Act,SC/ST POA Act,216,225,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025,Motor Vehicles Theft,Motor Vehicles Theft Cases,774,773,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025,NDPS Cases,NDPS Cases,772,773,crime_17.pdf,crime_16.pdf,Updated in latest report
December,2025,Murder,Other Murders,80,79,crime_17.pdf,crime_1.pdf,Updated in latest report
December,2025,Murder,Total Murder,82,81,crime_17.pdf,crime_1.pdf,Updated in latest report
December,2025,Robbery,Robbery (Except Chain Snatching),61,60,crime_17.pdf,crime_1.pdf,Updated in latest report
December,2025,Robbery,Total Robbery,103,102,crime_17.pdf,crime_1.pdf,Updated in latest report
December,2025,Burglary,Burglary Night,347,345,crime_17.pdf,crime_1.pdf,Updated in latest report
December,2025,Burglary,Total,452,450,crime_17.pdf,crime_1.pdf,Updated in latest report
December,2025,Theft,Reported,1771,1773,crime_17.pdf,crime_1.pdf,Updated in latest report
December,2025,Riots,Riots,292,283,crime_17.pdf,crime_1.pdf,Updated in latest report
December,2025,Hurt,Cases of Hurt,1464,1474,crime_17.pdf,crime_1.pdf,Updated in latest report
December,2025,Special & Local Laws,Special & Local Laws,5711,5642,crime_17.pdf,crime_1.pdf,Updated in latest report
December,2025,Crime against Women,Dowry Death,7,8,crime_17.pdf,crime_1.pdf,Updated in latest report
December,2025,POCSO,POCSO,440,388,crime_17.pdf,crime_1.pdf,Updated in latest report
December,2025,SC/ST POA Act,SC/ST POA Act,249,245,crime_17.pdf,crime_1.pdf,Updated in latest report
December,2025,MMDR & KMMCR,MMDR Act,4,5,crime_17.pdf,crime_1.pdf,Updated in latest report
December,2025,NDPS Cases,NDPS Cases,909,906,crime_17.pdf,crime_1.pdf,Updated in latest report
January,2025.0,Security Cases,Security Cases,1430 | 1418,1424,crime_7.pdf,crime_1.pdf | crime_6.pdf,Updated in latest report
January,2025.0,Security Cases,Total,2278 | 2592,2605,crime_7.pdf,crime_1.pdf | crime_6.pdf,Updated in latest report
February,2025.0,Security Cases,Security Cases,1469 | 1392,1418,crime_8.pdf,crime_2.pdf | crime_7.pdf,Updated in latest report
February,2025.0,Security Cases,Total,3199 | 3072,3122,crime_8.pdf,crime_2.pdf | crime_7.pdf,Updated in latest report
March,2025.0,Security Cases,Security Cases,4256 | 4189,4224,crime_9.pdf,crime_3.pdf | crime_8.pdf,Updated in latest report
March,2025.0,Security Cases,Total,7727 | 7581,7663,crime_9.pdf,crime_3.pdf | crime_8.pdf,Updated in latest report
April,2025.0,Security Cases,Security Cases,2869 | 2835,2848,crime_10.pdf,crime_4.pdf | crime_9.pdf,Updated in latest report
April,2025.0,Security Cases,Total,4898 | 4799,4858,crime_10.pdf,crime_4.pdf | crime_9.pdf,Updated in latest report
May,2025.0,Security Cases,Security Cases,3817 | 3759,3782,crime_11.pdf,crime_5.pdf | crime_10.pdf,Updated in latest report
May,2025.0,Security Cases,Total,7881 | 7755,7826,crime_11.pdf,crime_5.pdf | crime_10.pdf,Updated in latest report
June,2025.0,Security Cases,Security Cases,2948,1490,crime_12.pdf,crime_11.pdf,Updated in latest report
June,2025.0,Security Cases,Total,4426,2989,crime_12.pdf,crime_11.pdf,Updated in latest report
July,2025.0,Security Cases,Security Cases,1841,1855,crime_13.pdf,crime_12.pdf,Updated in latest report
July,2025.0,Security Cases,Total,3047,3075,crime_13.pdf,crime_12.pdf,Updated in latest report
August,2025.0,Security Cases,Security Cases,3870 | 3932,3932,crime_14.pdf,crime_13.pdf | crime_14.pdf,Updated in latest report
August,2025.0,Security Cases,Total,6750 | 6865,6865,crime_14.pdf,crime_13.pdf | crime_14.pdf,Updated in latest report
September,2025.0,Security Cases,Security Cases,1028,1047,crime_15.pdf,crime_14.pdf,Updated in latest report
September,2025.0,Security Cases,Total,1786,1821,crime_15.pdf,crime_14.pdf,Updated in latest report
October,2025.0,Security Cases,Security Cases,1454,1479,crime_16.pdf,crime_15.pdf,Updated in latest report
October,2025.0,Security Cases,Total,2169,2215,crime_16.pdf,crime_15.pdf,Updated in latest report
November,2025.0,Security Cases,Security Cases,1148,1176,crime_17.pdf,crime_16.pdf,Updated in latest report
November,2025.0,Security Cases,Total,1866,1917,crime_17.pdf,crime_16.pdf,Updated in latest report
December,2025.0,Security Cases,Security Cases,1121,1120,crime_17.pdf,crime_1.pdf,Updated in latest report
December,2025.0,Security Cases,Total,2033,2022,crime_17.pdf,crime_1.pdf,Updated in latest report
January,2026,Murder,Other Murders,93,95,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026,Murder,Total Murder,98,100,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026,Robbery,Chain Snatching,29,27,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026,Robbery,Robbery (Except Chain Snatching),63,64,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026,Robbery,Total Robbery,92,91,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026,Burglary,Burglary Night,356,355,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026,Burglary,Burglary Day,85,86,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026,Theft,Reported,1742,1745,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026,Riots,Riots,319,318,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026,Hurt,Cases of Hurt,1437,1445,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026,Special & Local Laws,Special & Local Laws,5857,5930,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026,Crime against Women,Dowry Death,11,12,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026,POCSO,POCSO,316,361,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026,SC/ST POA Act,SC/ST POA Act,223,225,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026,Economic Offences,Economic Offences,470,471,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026,MMDR & KMMCR,KMMC Rules,2,0,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026,Motor Vehicles Theft,Motor Vehicles Theft Cases,767,766,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026,NDPS Cases,NDPS Cases,1397,1398,crime_2.pdf,crime_1.pdf,Updated in latest report
February,2026,Murder,Murder for gain,3,4,crime_3.pdf,crime_2.pdf,Updated in latest report
February,2026,Murder,Other Murders,70,72,crime_3.pdf,crime_2.pdf,Updated in latest report
February,2026,Murder,Total Murder,73,76,crime_3.pdf,crime_2.pdf,Updated in latest report
February,2026,Dacoity,Dacoity Cases,14,13,crime_3.pdf,crime_2.pdf,Updated in latest report
February,2026,Robbery,Robbery (Except Chain Snatching),53,52,crime_3.pdf,crime_2.pdf,Updated in latest report
February,2026,Robbery,Total Robbery,86,85,crime_3.pdf,crime_2.pdf,Updated in latest report
February,2026,Burglary,Burglary Night,291,295,crime_3.pdf,crime_2.pdf,Updated in latest report
February,2026,Burglary,Burglary Day,89,90,crime_3.pdf,crime_2.pdf,Updated in latest report
February,2026,Burglary,Total,380,385,crime_3.pdf,crime_2.pdf,Updated in latest report
February,2026,Theft,Reported,1637,1633,crime_3.pdf,crime_2.pdf,Updated in latest report
February,2026,Special & Local Laws,Special & Local Laws,5304,5364,crime_3.pdf,crime_2.pdf,Updated in latest report
February,2026,POCSO,POCSO,341,386,crime_3.pdf,crime_2.pdf,Updated in latest report
February,2026,SC/ST POA Act,SC/ST POA Act,203,213,crime_3.pdf,crime_2.pdf,Updated in latest report
February,2026,Cyber Crimes,Cyber Crimes,1028,1029,crime_3.pdf,crime_2.pdf,Updated in latest report
February,2026,Economic Offences,Economic Offences,633,635,crime_3.pdf,crime_2.pdf,Updated in latest report
March,2026,Murder,Other Murders,103,110,crime_4.pdf,crime_3.pdf,Updated in latest report
March,2026,Murder,Total Murder,104,111,crime_4.pdf,crime_3.pdf,Updated in latest report
March,2026,Dacoity,Dacoity Cases,18,20,crime_4.pdf,crime_3.pdf,Updated in latest report
March,2026,Robbery,Chain Snatching,38,39,crime_4.pdf,crime_3.pdf,Updated in latest report
March,2026,Robbery,Robbery (Except Chain Snatching),64,63,crime_4.pdf,crime_3.pdf,Updated in latest report
March,2026,Burglary,Burglary Night,267,266,crime_4.pdf,crime_3.pdf,Updated in latest report
March,2026,Burglary,Burglary Day,78,79,crime_4.pdf,crime_3.pdf,Updated in latest report
March,2026,Theft,Reported,1713,1711,crime_4.pdf,crime_3.pdf,Updated in latest report
March,2026,Riots,Riots,332,329,crime_4.pdf,crime_3.pdf,Updated in latest report
March,2026,Hurt,Cases of Hurt,1784,1780,crime_4.pdf,crime_3.pdf,Updated in latest report
March,2026,Special & Local Laws,Special & Local Laws,6726,6796,crime_4.pdf,crime_3.pdf,Updated in latest report
March,2026,Crime against Women,Rape,48,51,crime_4.pdf,crime_3.pdf,Updated in latest report
March,2026,POCSO,POCSO,368,422,crime_4.pdf,crime_3.pdf,Updated in latest report
March,2026,SC/ST POA Act,SC/ST POA Act,225,230,crime_4.pdf,crime_3.pdf,Updated in latest report
March,2026,Cyber Crimes,Cyber Crimes,1013,1012,crime_4.pdf,crime_3.pdf,Updated in latest report
March,2026,Economic Offences,Economic Offences,494,495,crime_4.pdf,crime_3.pdf,Updated in latest report
March,2026,NDPS Cases,NDPS Cases,1017,1018,crime_4.pdf,crime_3.pdf,Updated in latest report
April,2026,Murder,Murder for gain,1,2,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026,Murder,Total Murder,78,79,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026,Dacoity,Dacoity Cases,7,8,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026,Robbery,Chain Snatching,30,31,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026,Robbery,Robbery (Except Chain Snatching),52,50,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026,Robbery,Total Robbery,82,81,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026,Burglary,Burglary Night,323,329,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026,Burglary,Total,397,403,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026,Theft,Reported,1694,1685,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026,Riots,Riots,342,343,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026,Hurt,Cases of Hurt,1756,1758,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026,Special & Local Laws,Special & Local Laws,5395,5463,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026,Crime against Women,Rape,56,54,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026,POCSO,POCSO,394,445,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026,SC/ST POA Act,SC/ST POA Act,237,245,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026,Cyber Crimes,Cyber Crimes,928,927,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026,Economic Offences,Economic Offences,546,543,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026,Motor Vehicles Theft,Motor Vehicles Theft Cases,804,802,crime_5.pdf,crime_4.pdf,Updated in latest report
January,2026.0,Security Cases,Security Cases,1361,1369,crime_2.pdf,crime_1.pdf,Updated in latest report
January,2026.0,Security Cases,Total,2330,2353,crime_2.pdf,crime_1.pdf,Updated in latest report
February,2026.0,Security Cases,Security Cases,1522,1532,crime_3.pdf,crime_2.pdf,Updated in latest report
February,2026.0,Security Cases,Total,3155,3206,crime_3.pdf,crime_2.pdf,Updated in latest report
March,2026.0,Security Cases,Security Cases,2702,2724,crime_4.pdf,crime_3.pdf,Updated in latest report
March,2026.0,Security Cases,Total,5052,5096,crime_4.pdf,crime_3.pdf,Updated in latest report
April,2026.0,Security Cases,Security Cases,1760,1776,crime_5.pdf,crime_4.pdf,Updated in latest report
April,2026.0,Security Cases,Total,3419,3441,crime_5.pdf,crime_4.pdf,Updated in latest report
September,October,Burglary,Burglary Night,454,378,crime_40.pdf,crime_40.pdf,Updated in latest report
September,October,Burglary,Burglary Day,87,70,crime_40.pdf,crime_40.pdf,Updated in latest report
September,October,Burglary,Total,541,448,crime_40.pdf,crime_40.pdf,Updated in latest report
November,October,Burglary,Burglary Night,381,386,crime_41.pdf,crime_41.pdf,Updated in latest report
November,October,Burglary,Total,473,478,crime_41.pdf,crime_41.pdf,Updated in latest report
